user_id,target_movie_id,target_title,target_genres,target_rating,target_timestamp,prior_history_count,candidate_count,bias_target_rank,bias_raw_target_score,bias_hit_at_5,bias_ndcg_at_5,bias_mrr_at_5,bias_hit_at_10,bias_ndcg_at_10,bias_mrr_at_10,item_knn_target_rank,item_knn_raw_target_score,item_knn_hit_at_5,item_knn_ndcg_at_5,item_knn_mrr_at_5,item_knn_hit_at_10,item_knn_ndcg_at_10,item_knn_mrr_at_10,svd_target_rank,svd_raw_target_score,svd_hit_at_5,svd_ndcg_at_5,svd_mrr_at_5,svd_hit_at_10,svd_ndcg_at_10,svd_mrr_at_10,pmf_target_rank,pmf_raw_target_score,pmf_hit_at_5,pmf_ndcg_at_5,pmf_mrr_at_5,pmf_hit_at_10,pmf_ndcg_at_10,pmf_mrr_at_10
13,421,Black Beauty (1994),Adventure|Children's,5.0,978202491,91,3609,1811,3.157378911972046,False,0.0,0.0,False,0.0,0.0,2209,2.9119086265563965,False,0.0,0.0,False,0.0,0.0,1868,3.2617990970611572,False,0.0,0.0,False,0.0,0.0,2324,2.860840320587158,False,0.0,0.0,False,0.0,0.0
14,1225,Amadeus (1984),Drama,4.0,978201317,23,3677,120,3.7944750785827637,False,0.0,0.0,False,0.0,0.0,1326,3.163924217224121,False,0.0,0.0,False,0.0,0.0,139,3.7545628547668457,False,0.0,0.0,False,0.0,0.0,90,3.911539077758789,False,0.0,0.0,False,0.0,0.0
15,3510,Frequency (2000),Drama|Thriller,5.0,978361393,200,3500,907,3.524406909942627,False,0.0,0.0,False,0.0,0.0,321,3.806915521621704,False,0.0,0.0,False,0.0,0.0,430,3.581139326095581,False,0.0,0.0,False,0.0,0.0,153,3.7080037593841553,False,0.0,0.0,False,0.0,0.0
16,2724,Runaway Bride (1999),Comedy|Romance,4.0,978174755,31,3669,2540,3.1145846843719482,False,0.0,0.0,False,0.0,0.0,2048,3.338353395462036,False,0.0,0.0,False,0.0,0.0,2535,2.6486074924468994,False,0.0,0.0,False,0.0,0.0,2320,3.1581766605377197,False,0.0,0.0,False,0.0,0.0
17,164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,4.0,978161166,207,3493,1201,3.993431568145752,False,0.0,0.0,False,0.0,0.0,598,4.30664587020874,False,0.0,0.0,False,0.0,0.0,1358,4.019700050354004,False,0.0,0.0,False,0.0,0.0,901,4.126560688018799,False,0.0,0.0,False,0.0,0.0
18,1683,"Wings of the Dove, The (1997)",Drama|Romance|Thriller,5.0,978157434,304,3396,763,3.962904214859009,False,0.0,0.0,False,0.0,0.0,638,4.123127460479736,False,0.0,0.0,False,0.0,0.0,803,3.7746965885162354,False,0.0,0.0,False,0.0,0.0,1101,3.7517988681793213,False,0.0,0.0,False,0.0,0.0
19,1234,"Sting, The (1973)",Comedy|Crime,5.0,994556636,254,3446,50,4.3491291999816895,False,0.0,0.0,False,0.0,0.0,428,4.016837120056152,False,0.0,0.0,False,0.0,0.0,15,4.226911544799805,False,0.0,0.0,False,0.0,0.0,8,4.375715732574463,False,0.0,0.0,True,0.31546487678572877,0.125
20,1371,Star Trek: The Motion Picture (1979),Action|Adventure|Sci-Fi,4.0,1009669227,23,3677,2436,3.448357343673706,False,0.0,0.0,False,0.0,0.0,3171,2.8971259593963623,False,0.0,0.0,False,0.0,0.0,2631,3.655681848526001,False,0.0,0.0,False,0.0,0.0,2471,3.3924710750579834,False,0.0,0.0,False,0.0,0.0
21,2800,Little Nemo: Adventures in Slumberland (1992),Animation|Children's,4.0,978139540,21,3679,2709,2.468871831893921,False,0.0,0.0,False,0.0,0.0,2536,2.426147222518921,False,0.0,0.0,False,0.0,0.0,2609,2.440107583999634,False,0.0,0.0,False,0.0,0.0,2992,2.241363763809204,False,0.0,0.0,False,0.0,0.0
22,910,Some Like It Hot (1959),Comedy|Crime,4.0,991149892,296,3404,66,3.954054594039917,False,0.0,0.0,False,0.0,0.0,1237,3.2534852027893066,False,0.0,0.0,False,0.0,0.0,125,3.5492420196533203,False,0.0,0.0,False,0.0,0.0,166,3.8197593688964844,False,0.0,0.0,False,0.0,0.0
23,2148,House (1986),Comedy|Horror,4.0,993706741,290,3410,2542,2.5397043228149414,False,0.0,0.0,False,0.0,0.0,2110,2.7281994819641113,False,0.0,0.0,False,0.0,0.0,2376,2.9207396507263184,False,0.0,0.0,False,0.0,0.0,1987,2.851499080657959,False,0.0,0.0,False,0.0,0.0
24,2657,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi,4.0,986157459,135,3565,1941,3.4592623710632324,False,0.0,0.0,False,0.0,0.0,1884,3.465425491333008,False,0.0,0.0,False,0.0,0.0,2237,3.6196389198303223,False,0.0,0.0,False,0.0,0.0,1572,3.5965640544891357,False,0.0,0.0,False,0.0,0.0
25,3745,Titan A.E. (2000),Adventure|Animation|Sci-Fi,4.0,978386228,83,3617,1884,3.62880802154541,False,0.0,0.0,False,0.0,0.0,1459,3.7728512287139893,False,0.0,0.0,False,0.0,0.0,1815,3.6014184951782227,False,0.0,0.0,False,0.0,0.0,624,3.849010467529297,False,0.0,0.0,False,0.0,0.0
26,1784,As Good As It Gets (1997),Comedy|Drama,5.0,978384872,398,3302,507,3.5886404514312744,False,0.0,0.0,False,0.0,0.0,357,3.74216890335083,False,0.0,0.0,False,0.0,0.0,34,3.6046485900878906,False,0.0,0.0,False,0.0,0.0,423,3.4960038661956787,False,0.0,0.0,False,0.0,0.0
27,1198,Raiders of the Lost Ark (1981),Action|Adventure,5.0,978130092,66,3634,17,4.507333755493164,False,0.0,0.0,False,0.0,0.0,217,4.610786437988281,False,0.0,0.0,False,0.0,0.0,13,4.824044704437256,False,0.0,0.0,False,0.0,0.0,140,4.317408561706543,False,0.0,0.0,False,0.0,0.0
28,2132,Who's Afraid of Virginia Woolf? (1966),Drama,5.0,978985335,106,3594,224,3.858590602874756,False,0.0,0.0,False,0.0,0.0,617,3.7081148624420166,False,0.0,0.0,False,0.0,0.0,342,4.048315525054932,False,0.0,0.0,False,0.0,0.0,209,3.9398956298828125,False,0.0,0.0,False,0.0,0.0
29,3633,On Her Majesty's Secret Service (1969),Action,4.0,978136342,104,3596,1546,3.2316839694976807,False,0.0,0.0,False,0.0,0.0,1717,3.1326606273651123,False,0.0,0.0,False,0.0,0.0,1900,3.38543438911438,False,0.0,0.0,False,0.0,0.0,2017,2.979325532913208,False,0.0,0.0,False,0.0,0.0
30,3554,Love and Basketball (2000),Drama|Romance,4.0,978122183,41,3659,1586,2.957535743713379,False,0.0,0.0,False,0.0,0.0,1980,2.721529960632324,False,0.0,0.0,False,0.0,0.0,1701,3.3412773609161377,False,0.0,0.0,False,0.0,0.0,1056,3.160975694656372,False,0.0,0.0,False,0.0,0.0
31,3524,Arthur (1981),Comedy|Romance,4.0,978121851,115,3585,1664,3.401798963546753,False,0.0,0.0,False,0.0,0.0,933,3.714447021484375,False,0.0,0.0,False,0.0,0.0,1698,3.616835594177246,False,0.0,0.0,False,0.0,0.0,1213,3.44144606590271,False,0.0,0.0,False,0.0,0.0
32,3147,"Green Mile, The (1999)",Drama|Thriller,5.0,978123863,42,3658,213,3.916879177093506,False,0.0,0.0,False,0.0,0.0,951,3.670348882675171,False,0.0,0.0,False,0.0,0.0,232,4.125765800476074,False,0.0,0.0,False,0.0,0.0,798,3.6756629943847656,False,0.0,0.0,False,0.0,0.0
33,1339,Bram Stoker's Dracula (1992),Horror|Romance,5.0,978985700,385,3315,1610,3.0030784606933594,False,0.0,0.0,False,0.0,0.0,830,3.3189187049865723,False,0.0,0.0,False,0.0,0.0,1166,3.446889638900757,False,0.0,0.0,False,0.0,0.0,891,3.303709030151367,False,0.0,0.0,False,0.0,0.0
34,3257,"Bodyguard, The (1992)",Action|Drama|Romance|Thriller,4.0,978104692,163,3537,2749,3.191948413848877,False,0.0,0.0,False,0.0,0.0,2356,3.3511831760406494,False,0.0,0.0,False,0.0,0.0,2759,3.302788257598877,False,0.0,0.0,False,0.0,0.0,2355,3.252898931503296,False,0.0,0.0,False,0.0,0.0
35,910,Some Like It Hot (1959),Comedy|Crime,4.0,978104931,195,3505,58,3.9864389896392822,False,0.0,0.0,False,0.0,0.0,44,4.323280334472656,False,0.0,0.0,False,0.0,0.0,28,4.1595563888549805,False,0.0,0.0,False,0.0,0.0,86,4.105048656463623,False,0.0,0.0,False,0.0,0.0
36,3639,"Man with the Golden Gun, The (1974)",Action,4.0,1040545125,350,3350,1104,4.1137847900390625,False,0.0,0.0,False,0.0,0.0,911,4.160996437072754,False,0.0,0.0,False,0.0,0.0,1410,4.0900797843933105,False,0.0,0.0,False,0.0,0.0,1414,3.925443410873413,False,0.0,0.0,False,0.0,0.0
37,1088,Dirty Dancing (1987),Musical|Romance,5.0,978057358,51,3649,2022,3.438537120819092,False,0.0,0.0,False,0.0,0.0,380,4.5129828453063965,False,0.0,0.0,False,0.0,0.0,1679,3.609358310699463,False,0.0,0.0,False,0.0,0.0,186,4.328678607940674,False,0.0,0.0,False,0.0,0.0
38,3948,Meet the Parents (2000),Comedy,4.0,978046603,98,3602,1245,3.724661350250244,False,0.0,0.0,False,0.0,0.0,1007,3.820587158203125,False,0.0,0.0,False,0.0,0.0,1166,3.6131463050842285,False,0.0,0.0,False,0.0,0.0,1121,3.615886926651001,False,0.0,0.0,False,0.0,0.0
39,86,White Squall (1996),Adventure|Drama,4.0,978044402,60,3640,1901,3.3799331188201904,False,0.0,0.0,False,0.0,0.0,1149,3.803636312484741,False,0.0,0.0,False,0.0,0.0,1860,3.3778018951416016,False,0.0,0.0,False,0.0,0.0,2267,3.1537961959838867,False,0.0,0.0,False,0.0,0.0
40,466,Hot Shots! Part Deux (1993),Action|Comedy|War,4.0,978041370,91,3609,2897,2.7605769634246826,False,0.0,0.0,False,0.0,0.0,2712,2.862395763397217,False,0.0,0.0,False,0.0,0.0,2917,2.9180383682250977,False,0.0,0.0,False,0.0,0.0,2913,2.716094493865967,False,0.0,0.0,False,0.0,0.0
41,1643,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",Drama|Romance,5.0,978041582,24,3676,573,3.8520374298095703,False,0.0,0.0,False,0.0,0.0,740,4.158120155334473,False,0.0,0.0,False,0.0,0.0,591,3.6395034790039062,False,0.0,0.0,False,0.0,0.0,542,3.8240163326263428,False,0.0,0.0,False,0.0,0.0
42,2371,Fletch (1985),Comedy,4.0,978041996,230,3470,1228,3.772174835205078,False,0.0,0.0,False,0.0,0.0,1448,3.626992702484131,False,0.0,0.0,False,0.0,0.0,1325,3.6870007514953613,False,0.0,0.0,False,0.0,0.0,928,3.6112897396087646,False,0.0,0.0,False,0.0,0.0
43,2858,American Beauty (1999),Comedy|Drama,4.0,978026708,23,3677,83,4.782537937164307,False,0.0,0.0,False,0.0,0.0,418,4.583866596221924,False,0.0,0.0,False,0.0,0.0,40,4.756058216094971,False,0.0,0.0,False,0.0,0.0,154,4.664408206939697,False,0.0,0.0,False,0.0,0.0
44,2297,What Dreams May Come (1998),Drama|Romance,4.0,1004412196,192,3508,2328,3.1200790405273438,False,0.0,0.0,False,0.0,0.0,2177,3.101130485534668,False,0.0,0.0,False,0.0,0.0,2406,3.2218222618103027,False,0.0,0.0,False,0.0,0.0,1716,3.2435150146484375,False,0.0,0.0,False,0.0,0.0
45,2473,Soul Man (1986),Comedy,4.0,977992097,295,3405,3097,1.916318416595459,False,0.0,0.0,False,0.0,0.0,2877,2.055086374282837,False,0.0,0.0,False,0.0,0.0,3121,2.001037359237671,False,0.0,0.0,False,0.0,0.0,2645,2.3328652381896973,False,0.0,0.0,False,0.0,0.0
48,1310,Hype! (1996),Documentary,4.0,978149424,596,3104,1044,3.254119634628296,False,0.0,0.0,False,0.0,0.0,1396,3.0387682914733887,False,0.0,0.0,False,0.0,0.0,1159,3.02843976020813,False,0.0,0.0,False,0.0,0.0,1243,3.063356637954712,False,0.0,0.0,False,0.0,0.0
49,296,Pulp Fiction (1994),Crime|Drama,4.0,978813972,104,3596,93,4.284963130950928,False,0.0,0.0,False,0.0,0.0,118,4.5596771240234375,False,0.0,0.0,False,0.0,0.0,2,4.599948406219482,True,0.6309297535714575,0.5,True,0.6309297535714575,0.5,38,4.454667568206787,False,0.0,0.0,False,0.0,0.0
50,3861,"Replacements, The (2000)",Comedy,4.0,977961307,40,3660,2488,2.8216712474823,False,0.0,0.0,False,0.0,0.0,3137,2.306774377822876,False,0.0,0.0,False,0.0,0.0,2520,2.663337230682373,False,0.0,0.0,False,0.0,0.0,2897,2.6508102416992188,False,0.0,0.0,False,0.0,0.0
51,1895,Can't Hardly Wait (1998),Comedy|Drama|Romance,5.0,977948011,38,3662,2151,3.4603583812713623,False,0.0,0.0,False,0.0,0.0,603,4.235793590545654,False,0.0,0.0,False,0.0,0.0,2020,3.5971078872680664,False,0.0,0.0,False,0.0,0.0,1281,3.768082857131958,False,0.0,0.0,False,0.0,0.0
52,2706,American Pie (1999),Comedy,5.0,977948475,78,3622,1057,3.8086588382720947,False,0.0,0.0,False,0.0,0.0,334,4.378622531890869,False,0.0,0.0,False,0.0,0.0,244,3.931901216506958,False,0.0,0.0,False,0.0,0.0,4,4.546701431274414,True,0.43067655807339306,0.25,True,0.43067655807339306,0.25
53,581,"Celluloid Closet, The (1995)",Documentary,5.0,977990888,683,3017,155,4.888489723205566,False,0.0,0.0,False,0.0,0.0,78,5.067599773406982,False,0.0,0.0,False,0.0,0.0,146,4.716736793518066,False,0.0,0.0,False,0.0,0.0,187,4.912424087524414,False,0.0,0.0,False,0.0,0.0
54,3507,"Odd Couple, The (1968)",Comedy,5.0,977944889,38,3662,323,4.076208114624023,False,0.0,0.0,False,0.0,0.0,640,4.020744800567627,False,0.0,0.0,False,0.0,0.0,249,4.403438568115234,False,0.0,0.0,False,0.0,0.0,396,4.023829936981201,False,0.0,0.0,False,0.0,0.0
55,356,Forrest Gump (1994),Comedy|Romance|War,5.0,977948435,24,3676,320,4.078629016876221,False,0.0,0.0,False,0.0,0.0,149,4.588626384735107,False,0.0,0.0,False,0.0,0.0,278,4.435990810394287,False,0.0,0.0,False,0.0,0.0,14,4.468374729156494,False,0.0,0.0,False,0.0,0.0
56,2302,My Cousin Vinny (1992),Comedy,4.0,977939927,65,3635,825,3.8174877166748047,False,0.0,0.0,False,0.0,0.0,685,4.096744537353516,False,0.0,0.0,False,0.0,0.0,763,4.127443790435791,False,0.0,0.0,False,0.0,0.0,379,4.036124229431152,False,0.0,0.0,False,0.0,0.0
57,1090,Platoon (1986),Drama|War,4.0,977936132,60,3640,275,3.550039291381836,False,0.0,0.0,False,0.0,0.0,524,3.8370847702026367,False,0.0,0.0,False,0.0,0.0,170,3.2942795753479004,False,0.0,0.0,False,0.0,0.0,368,3.867708206176758,False,0.0,0.0,False,0.0,0.0
58,2986,Robocop 2 (1990),Action|Crime|Sci-Fi,4.0,977942329,413,3287,2996,2.830120801925659,False,0.0,0.0,False,0.0,0.0,2956,2.811501979827881,False,0.0,0.0,False,0.0,0.0,3075,3.0442147254943848,False,0.0,0.0,False,0.0,0.0,2817,2.858987808227539,False,0.0,0.0,False,0.0,0.0
59,953,It's a Wonderful Life (1946),Drama,5.0,1041968282,207,3493,41,3.8312246799468994,False,0.0,0.0,False,0.0,0.0,2,4.263145923614502,True,0.6309297535714575,0.5,True,0.6309297535714575,0.5,16,4.074574947357178,False,0.0,0.0,False,0.0,0.0,2,4.151858806610107,True,0.6309297535714575,0.5,True,0.6309297535714575,0.5
60,2583,Cookie's Fortune (1999),Mystery,4.0,977932390,67,3633,1212,3.638536214828491,False,0.0,0.0,False,0.0,0.0,1669,3.4238264560699463,False,0.0,0.0,False,0.0,0.0,1386,3.3858256340026855,False,0.0,0.0,False,0.0,0.0,2280,2.975867748260498,False,0.0,0.0,False,0.0,0.0
61,3646,Big Momma's House (2000),Comedy,4.0,977903324,29,3671,3317,2.3400650024414062,False,0.0,0.0,False,0.0,0.0,3180,2.421236753463745,False,0.0,0.0,False,0.0,0.0,3364,2.082045316696167,False,0.0,0.0,False,0.0,0.0,3092,2.499440908432007,False,0.0,0.0,False,0.0,0.0
62,2939,Niagara (1953),Drama|Thriller,4.0,977970461,497,3203,997,3.475825548171997,False,0.0,0.0,False,0.0,0.0,1699,3.1795427799224854,False,0.0,0.0,False,0.0,0.0,1150,3.503903388977051,False,0.0,0.0,False,0.0,0.0,879,3.5828943252563477,False,0.0,0.0,False,0.0,0.0
63,541,Blade Runner (1982),Film-Noir|Sci-Fi,5.0,980111457,97,3603,115,4.210299491882324,False,0.0,0.0,False,0.0,0.0,406,4.3689494132995605,False,0.0,0.0,False,0.0,0.0,120,3.940281391143799,False,0.0,0.0,False,0.0,0.0,71,4.513341903686523,False,0.0,0.0,False,0.0,0.0
64,2858,American Beauty (1999),Comedy|Drama,5.0,977892800,25,3675,81,4.759275913238525,False,0.0,0.0,False,0.0,0.0,124,4.9980621337890625,False,0.0,0.0,False,0.0,0.0,23,4.819218158721924,False,0.0,0.0,False,0.0,0.0,44,4.707366943359375,False,0.0,0.0,False,0.0,0.0
65,953,It's a Wonderful Life (1946),Drama,5.0,1041090068,120,3580,62,5.0737152099609375,False,0.0,0.0,False,0.0,0.0,179,4.903504848480225,False,0.0,0.0,False,0.0,0.0,26,4.96737813949585,False,0.0,0.0,False,0.0,0.0,21,4.785704612731934,False,0.0,0.0,False,0.0,0.0
66,1961,Rain Man (1988),Drama,5.0,977886886,25,3675,345,4.2207159996032715,False,0.0,0.0,False,0.0,0.0,147,4.930762767791748,False,0.0,0.0,False,0.0,0.0,214,4.22025203704834,False,0.0,0.0,False,0.0,0.0,67,4.350376605987549,False,0.0,0.0,False,0.0,0.0
67,902,Breakfast at Tiffany's (1961),Drama|Romance,5.0,977887126,63,3637,506,4.195343971252441,False,0.0,0.0,False,0.0,0.0,851,4.21732234954834,False,0.0,0.0,False,0.0,0.0,571,4.497960567474365,False,0.0,0.0,False,0.0,0.0,437,4.304173469543457,False,0.0,0.0,False,0.0,0.0
68,1747,Wag the Dog (1997),Comedy|Drama,5.0,991376187,70,3630,1438,3.3561158180236816,False,0.0,0.0,False,0.0,0.0,354,4.280930519104004,False,0.0,0.0,False,0.0,0.0,1137,3.7724080085754395,False,0.0,0.0,False,0.0,0.0,565,3.8995378017425537,False,0.0,0.0,False,0.0,0.0
69,476,"Inkwell, The (1994)",Comedy|Drama,4.0,977882427,64,3636,2961,3.0477116107940674,False,0.0,0.0,False,0.0,0.0,1596,3.767636299133301,False,0.0,0.0,False,0.0,0.0,3049,3.4695301055908203,False,0.0,0.0,False,0.0,0.0,2533,3.1544759273529053,False,0.0,0.0,False,0.0,0.0
70,3793,X-Men (2000),Action|Sci-Fi,5.0,977878348,53,3647,849,3.964472532272339,False,0.0,0.0,False,0.0,0.0,699,4.138065814971924,False,0.0,0.0,False,0.0,0.0,551,3.925466299057007,False,0.0,0.0,False,0.0,0.0,795,4.019006729125977,False,0.0,0.0,False,0.0,0.0
71,2605,Entrapment (1999),Crime|Thriller,4.0,977876031,25,3675,2384,3.459217071533203,False,0.0,0.0,False,0.0,0.0,753,4.117331027984619,False,0.0,0.0,False,0.0,0.0,2394,3.461483955383301,False,0.0,0.0,False,0.0,0.0,883,3.8204336166381836,False,0.0,0.0,False,0.0,0.0
72,3105,Awakenings (1990),Drama,4.0,977869538,41,3659,784,3.7278802394866943,False,0.0,0.0,False,0.0,0.0,952,3.8450851440429688,False,0.0,0.0,False,0.0,0.0,589,3.8994641304016113,False,0.0,0.0,False,0.0,0.0,162,4.093504428863525,False,0.0,0.0,False,0.0,0.0
73,3889,Highlander: Endgame (2000),Action|Adventure|Fantasy,4.0,984282049,253,3447,3179,2.4545416831970215,False,0.0,0.0,False,0.0,0.0,3243,2.224453926086426,False,0.0,0.0,False,0.0,0.0,3193,2.3876290321350098,False,0.0,0.0,False,0.0,0.0,3208,2.3529019355773926,False,0.0,0.0,False,0.0,0.0
74,50,"Usual Suspects, The (1995)",Crime|Thriller,5.0,993339024,38,3662,9,4.585188388824463,False,0.0,0.0,True,0.3010299956639812,0.1111111111111111,352,4.505046844482422,False,0.0,0.0,False,0.0,0.0,2,4.90916633605957,True,0.6309297535714575,0.5,True,0.6309297535714575,0.5,13,4.692855358123779,False,0.0,0.0,False,0.0,0.0
75,2392,Jack Frost (1998),Comedy|Drama,5.0,978750501,173,3527,3372,3.0149242877960205,False,0.0,0.0,False,0.0,0.0,1460,4.349142074584961,False,0.0,0.0,False,0.0,0.0,3393,2.8729913234710693,False,0.0,0.0,False,0.0,0.0,1900,3.9987809658050537,False,0.0,0.0,False,0.0,0.0
76,3510,Frequency (2000),Drama|Thriller,4.0,989092470,84,3616,905,4.103969097137451,False,0.0,0.0,False,0.0,0.0,1497,3.8585941791534424,False,0.0,0.0,False,0.0,0.0,819,4.337508678436279,False,0.0,0.0,False,0.0,0.0,1312,3.9331212043762207,False,0.0,0.0,False,0.0,0.0
77,2700,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy,4.0,977814274,34,3666,948,3.30965256690979,False,0.0,0.0,False,0.0,0.0,544,3.876344919204712,False,0.0,0.0,False,0.0,0.0,377,3.2676098346710205,False,0.0,0.0,False,0.0,0.0,971,3.4503116607666016,False,0.0,0.0,False,0.0,0.0
78,417,Barcelona (1994),Comedy|Romance,4.0,978571371,130,3570,1342,3.516108512878418,False,0.0,0.0,False,0.0,0.0,1021,3.710395574569702,False,0.0,0.0,False,0.0,0.0,1662,3.5699667930603027,False,0.0,0.0,False,0.0,0.0,1507,3.4805080890655518,False,0.0,0.0,False,0.0,0.0
79,2024,"Rapture, The (1991)",Drama|Mystery,4.0,977805821,22,3678,1741,3.4586005210876465,False,0.0,0.0,False,0.0,0.0,553,4.28533935546875,False,0.0,0.0,False,0.0,0.0,1952,3.48629093170166,False,0.0,0.0,False,0.0,0.0,1210,3.807429313659668,False,0.0,0.0,False,0.0,0.0
80,590,Dances with Wolves (1990),Adventure|Drama|Western,5.0,993780330,47,3653,587,4.082854747772217,False,0.0,0.0,False,0.0,0.0,440,4.328928470611572,False,0.0,0.0,False,0.0,0.0,259,4.256712436676025,False,0.0,0.0,False,0.0,0.0,13,4.481381893157959,False,0.0,0.0,False,0.0,0.0
81,260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi,5.0,977786694,84,3616,26,4.6813459396362305,False,0.0,0.0,False,0.0,0.0,603,4.348881244659424,False,0.0,0.0,False,0.0,0.0,639,4.580593109130859,False,0.0,0.0,False,0.0,0.0,62,4.631636619567871,False,0.0,0.0,False,0.0,0.0
82,47,Seven (Se7en) (1995),Crime|Thriller,4.0,978816999,115,3585,239,4.539730548858643,False,0.0,0.0,False,0.0,0.0,294,4.505553245544434,False,0.0,0.0,False,0.0,0.0,83,4.558987140655518,False,0.0,0.0,False,0.0,0.0,79,4.470039367675781,False,0.0,0.0,False,0.0,0.0
83,60,"Indian in the Cupboard, The (1995)",Adventure|Children's|Fantasy,5.0,977721051,88,3612,2258,3.395132541656494,False,0.0,0.0,False,0.0,0.0,2664,2.929192304611206,False,0.0,0.0,False,0.0,0.0,2126,3.4504189491271973,False,0.0,0.0,False,0.0,0.0,2036,3.3677895069122314,False,0.0,0.0,False,0.0,0.0
84,2858,American Beauty (1999),Comedy|Drama,4.0,977717867,29,3671,79,4.275995254516602,False,0.0,0.0,False,0.0,0.0,344,4.329301834106445,False,0.0,0.0,False,0.0,0.0,1,4.889862060546875,True,1.0,1.0,True,1.0,1.0,14,4.417755603790283,False,0.0,0.0,False,0.0,0.0
