user_id,movie_id,rating,timestamp,prior_history_count,target_item_support
143,1721,4.0,977351625,67,1503
144,1625,5.0,977346719,31,868
145,2700,4.0,977345712,35,1245
147,3513,4.0,977358489,184,378
148,2135,4.0,980194157,622,226
149,2248,5.0,1020957706,591,895
150,1292,4.0,1015456212,230,582
151,3618,4.0,1003808140,470,350
152,663,4.0,977269046,22,260
153,274,4.0,985055477,25,23
154,951,5.0,977260495,37,389
155,3742,4.0,977257392,95,226
156,930,4.0,977251663,146,431
157,2019,5.0,1034439335,425,611
159,2070,5.0,989966944,33,250
161,2022,4.0,977222411,295,251
162,552,4.0,982105042,106,518
163,322,4.0,978233459,497,205
164,3916,5.0,1030839253,25,406
165,3033,5.0,977200456,109,882
166,2186,5.0,979378769,409,471
167,1047,5.0,977180984,54,427
168,3755,4.0,977177120,25,955
169,2937,4.0,1037432111,550,99
170,919,5.0,977173730,85,1686
171,164,4.0,977167096,21,370
173,3192,4.0,1026939246,560,21
174,2105,4.0,977150151,92,945
175,2952,4.0,978053068,313,178
176,3391,4.0,977099702,77,86
177,1097,4.0,977100421,42,2217
178,3681,4.0,977109427,114,319
179,29,4.0,977092755,78,395
180,3317,4.0,997601218,56,465
181,2329,5.0,977090747,300,632
182,2762,5.0,977085676,80,2390
183,1081,4.0,1024162893,98,425
184,986,5.0,1038970548,77,229
185,1918,4.0,977066852,49,652
186,2701,4.0,977060390,121,801
187,2546,4.0,977234770,414,163
188,2987,4.0,1011464783,68,1672
189,3452,5.0,977028933,30,309
190,648,4.0,977028491,145,1481
191,216,4.0,977099101,27,339
192,3949,5.0,1032750223,524,281
193,2208,5.0,1035343533,240,196
194,69,4.0,977020089,57,314
195,1301,4.0,1044988948,816,365
196,1834,4.0,977005540,30,481
197,2858,5.0,977029046,21,3299
198,3752,4.0,991439451,376,527
199,2597,4.0,977006441,401,61
200,3408,5.0,976958202,23,1253
201,3901,4.0,1010890585,86,96
202,1032,4.0,976941581,659,516
203,2431,4.0,976929581,122,451
204,266,4.0,987434992,445,671
205,1617,5.0,976923910,152,2213
206,260,5.0,976921300,22,2912
207,2399,4.0,976917571,20,214
208,908,4.0,1004229186,182,1275
209,233,4.0,976911810,20,234
210,502,4.0,977101105,103,141
211,611,4.0,976908132,32,197
212,3360,4.0,976946401,107,582
213,1680,4.0,976900497,21,458
214,2606,4.0,976901334,140,201
215,356,5.0,979174998,33,2138
216,3107,4.0,976871482,782,856
218,3317,4.0,990465369,79,465
219,2396,5.0,976838604,33,2314
220,2912,5.0,976998661,101,464
221,3081,5.0,976835274,27,1038
222,1466,5.0,976835107,78,704
223,364,5.0,976906951,254,1104
224,3671,4.0,993071675,201,1094
225,2291,4.0,977257414,505,1443
227,2693,4.0,976830283,27,217
228,3952,5.0,993150525,30,358
230,3579,4.0,976825848,178,63
231,1,5.0,1040445432,88,2041
232,1414,4.0,976812965,85,163
233,381,4.0,976794992,52,205
234,1401,4.0,979271223,28,161
235,1834,4.0,1018414348,439,481
236,2872,4.0,976766341,56,729
237,2081,4.0,1043436812,165,1009
238,3379,5.0,976767198,255,94
239,58,5.0,1042483569,70,496
240,150,5.0,976757671,137,1234
241,21,5.0,976754257,53,1329
242,3275,4.0,989003853,270,88
243,2716,5.0,976749531,30,2132
244,296,5.0,976804375,81,2123
245,904,4.0,976830325,753,1034
246,1073,5.0,976728718,28,1285
247,3198,5.0,976728574,29,319
248,3755,4.0,978409936,32,955
249,2580,5.0,976730743,109,707
251,3916,4.0,977162210,72,406
252,1777,4.0,976689124,58,894
253,1929,4.0,977006089,52,82
254,3916,5.0,976682263,22,406
255,1591,4.0,976683930,242,443
256,2105,4.0,976678430,93,945
257,1517,5.0,976673514,52,1184
258,3198,5.0,976672994,144,319
259,3916,4.0,987631254,138,406
260,694,4.0,976672617,143,129
261,1381,4.0,976674397,350,284
262,1126,4.0,976661117,99,305
263,318,5.0,976652569,91,2190
264,3039,4.0,979316876,473,824
265,898,5.0,976649241,96,567
266,2997,5.0,976647386,48,2169
267,1242,4.0,1003251850,130,1097
268,2411,4.0,976655805,258,355
269,2599,5.0,977102253,28,1490
270,3897,5.0,1004988802,124,949
271,47,4.0,1014679787,309,1117
272,553,5.0,976698069,481,533
273,1552,4.0,976778177,183,930
274,2640,4.0,976596552,147,1199
275,2470,4.0,976592927,87,897
276,266,4.0,976589306,21,671
278,1984,4.0,976587545,195,97
279,3753,4.0,1004918959,34,1171
280,1307,4.0,976575188,46,1543
281,2160,5.0,976572065,108,689
282,2803,4.0,976571780,23,338
283,377,4.0,976570506,25,1620
284,2987,4.0,976749417,469,1672
285,1094,5.0,1025213283,124,1209
286,161,4.0,976596215,39,742
287,3481,5.0,976569222,102,1308
288,494,4.0,976568001,50,412
289,1785,4.0,976569086,72,178
290,440,4.0,976564973,24,937
291,3194,4.0,976566636,101,215
292,2858,5.0,976562982,40,3299
293,3481,4.0,1012704798,316,1308
294,3255,5.0,976542915,44,1083
295,608,5.0,976528071,188,2453
296,1717,4.0,976522006,93,448
297,3481,5.0,976513573,85,1308
298,266,4.0,976510505,23,671
299,1233,5.0,998517993,99,985
300,292,4.0,976507592,245,715
301,3,4.0,976584797,351,448
302,3852,4.0,1014071802,786,196
303,3536,5.0,977087542,207,468
304,3121,4.0,976502560,23,15
305,1030,4.0,976498343,146,314
306,1097,5.0,1038664052,192,2217
307,457,5.0,976486825,178,1963
308,1916,4.0,995837304,501,351
309,3421,4.0,977288130,122,1191
310,3893,4.0,1012082324,220,525
312,73,4.0,976477183,54,218
313,3578,4.0,976474918,25,1838
314,1907,4.0,1010090820,292,477
315,277,5.0,976466110,21,166
316,1373,5.0,976466898,74,585
317,3471,5.0,976461571,20,1423
319,3198,4.0,1016590228,711,319
321,1198,5.0,981066835,221,2466
322,356,5.0,978049349,39,2138
323,1226,4.0,976975096,114,223
324,1374,5.0,976408156,75,1418
325,2881,5.0,976404178,41,754
326,2302,4.0,980988524,375,1066
327,722,4.0,976399697,233,26
328,2881,4.0,976396534,50,754
329,3317,4.0,1040905011,760,465
330,903,4.0,985452128,73,887
331,1662,4.0,1001521803,582,18
332,164,4.0,1009291058,66,370
333,3096,4.0,996357543,225,90
334,3176,4.0,976380353,60,1265
335,2457,5.0,976364298,147,252
336,32,5.0,977494179,105,1483
337,3471,4.0,976353155,197,1423
338,3948,4.0,1024290978,361,795
339,1680,5.0,976342954,122,458
340,377,4.0,976342754,106,1620
342,1527,4.0,976339579,113,1351
343,1569,4.0,1044804974,294,802
344,2693,4.0,976337085,84,217
345,1704,4.0,976335609,24,1520
346,3252,4.0,976337342,282,550
347,531,5.0,976332748,97,333
348,780,4.0,976330350,96,1671
349,587,4.0,1045974501,265,1106
350,474,4.0,976326993,61,957
351,3159,5.0,1012251234,102,439
352,1508,4.0,976335320,852,33
353,3578,4.0,976329601,21,1838
354,86,5.0,976324280,55,210
355,1449,4.0,1043902000,418,451
356,2505,5.0,979641486,20,257
357,2161,5.0,976318798,47,689
358,920,5.0,976318091,68,1128
359,2683,4.0,976317565,47,1377
360,1197,5.0,976318805,66,2272
361,3952,4.0,976640745,25,358
362,1997,5.0,981056565,50,870
363,3514,4.0,976312530,42,59
364,2248,4.0,976311523,27,895
365,593,4.0,976405459,45,2515
366,1209,4.0,978545677,254,168
367,920,5.0,976309656,26,1128
368,2542,5.0,988847679,319,613
369,107,4.0,976310513,81,249
370,3555,4.0,976651313,55,854
371,1080,5.0,976315782,77,915
372,3755,4.0,981043433,167,955
373,1617,4.0,976305206,26,2213
374,1396,5.0,976306042,50,1075
375,1186,4.0,979847765,48,547
376,903,4.0,984176320,114,887
377,1209,4.0,976304380,134,168
378,3160,5.0,976302208,37,1079
379,802,5.0,976303283,63,421
380,551,4.0,976598170,136,974
381,610,5.0,976301159,33,611
382,1807,5.0,976302358,53,16
383,1197,5.0,976306289,20,2272
384,1610,4.0,976300539,21,1624
385,933,5.0,976584300,135,425
386,541,5.0,976305140,256,1754
387,1307,4.0,980037007,67,1543
388,1374,4.0,976301258,56,1418
389,3623,5.0,976299714,71,1237
390,2787,4.0,976314039,209,160
391,1213,5.0,981331592,80,1629
392,2912,4.0,994707493,486,464
393,3822,4.0,976298734,73,67
394,145,4.0,976297512,37,356
395,104,5.0,976299298,21,676
396,236,4.0,976303768,160,313
397,1288,4.0,976295268,31,1098
398,481,4.0,1044567993,221,283
399,3114,5.0,976294514,29,1527
400,1704,4.0,976294639,38,1520
401,1246,4.0,976295228,77,837
402,3617,4.0,984684884,275,388
403,1036,4.0,1046388675,279,1641
404,3498,4.0,988503219,49,290
405,1695,4.0,992876659,48,31
406,440,4.0,976655494,144,937
407,1500,5.0,976288942,31,1120
408,417,4.0,1020429729,155,203
409,2231,4.0,976292206,295,338
410,3087,4.0,976289840,92,509
411,2071,4.0,1040054740,625,167
412,3168,4.0,1010889783,475,478
413,2384,5.0,976288006,98,514
414,527,5.0,976287256,56,2250
415,2022,4.0,977501892,270,251
416,1252,5.0,976290846,60,1149
418,2571,5.0,976286143,50,2541
419,3793,4.0,1044901354,107,1409
420,1073,5.0,983206906,62,1285
422,1199,4.0,1042065507,43,898
423,2693,4.0,976282129,59,217
424,2324,4.0,1046273009,1224,1127
425,1294,4.0,976887288,186,1081
426,3268,4.0,976599026,238,166
427,2792,4.0,976278716,25,533
428,471,4.0,976261131,46,593
429,648,4.0,976259519,343,1481
430,252,5.0,976251760,60,362
431,1259,5.0,977368324,83,1734
432,3004,4.0,976250391,72,242
433,2424,5.0,976249332,37,811
434,1310,4.0,976248695,41,40
435,1100,5.0,976249949,128,408
436,1591,5.0,976246796,130,443
437,3062,5.0,976278578,50,341
438,2596,5.0,1020895784,601,136
439,3513,4.0,988069023,86,378
440,500,4.0,976243063,28,824
441,457,5.0,976242563,46,1963
442,3948,4.0,1026093602,422,795
443,969,4.0,976500122,32,1034
444,2160,4.0,976242346,116,689
445,1073,4.0,976242219,284,1285
446,144,5.0,976239549,49,421
447,2085,5.0,976236306,35,555
448,2763,5.0,976235358,20,1017
449,2657,4.0,976234821,53,1204
450,2791,4.0,976235000,49,1684
451,3753,5.0,976417817,208,1171
452,2412,4.0,976236279,130,249
453,2337,4.0,1008954150,390,119
454,803,4.0,1026505839,265,55
455,3072,4.0,976232082,23,962
456,377,4.0,976301946,152,1620
457,2167,4.0,976393765,235,792
458,3928,4.0,976229908,32,198
459,3176,4.0,976232148,30,1265
460,2463,5.0,976229778,45,466
461,2819,4.0,976232896,511,314
462,2916,5.0,1012197060,174,1956
463,2683,4.0,976228570,112,1377
464,2571,5.0,976227837,80,2541
465,3075,4.0,976228606,35,66
466,3097,5.0,976228283,198,202
467,318,5.0,976228334,66,2190
468,110,5.0,976225801,22,2374
469,1950,5.0,976225545,48,341
470,938,5.0,976224076,63,182
471,2021,4.0,976225250,95,769
472,3000,5.0,976222481,44,335
473,3793,5.0,977342039,48,1409
474,110,5.0,976298989,315,2374
475,1194,4.0,976222083,246,205
476,2364,4.0,976224394,430,116
477,2468,4.0,976220280,197,360
478,3260,5.0,976941081,42,475
479,1073,5.0,976219311,91,1285
480,3539,5.0,986353953,94,35
481,3504,4.0,976408782,197,676
482,3950,4.0,1011681564,824,47
483,1265,4.0,976217111,28,2236
484,2571,5.0,976217193,33,2541
485,2243,4.0,976217307,44,779
486,3148,4.0,976216476,37,699
487,1288,4.0,1005230298,43,1098
489,318,5.0,976215021,22,2190
490,1608,4.0,976216735,75,1048
491,356,5.0,976215013,21,2138
492,2959,5.0,976214758,30,1408
493,348,4.0,976217275,153,447
494,1882,4.0,976217272,189,457
495,780,4.0,976215844,42,1671
496,2208,4.0,1046207300,118,196
497,1097,4.0,976214457,20,2217
498,1276,5.0,977849449,170,916
499,261,4.0,976219644,198,279
500,3948,4.0,985659923,99,795
501,908,5.0,976212000,65,1275
502,1704,5.0,976210923,22,1520
503,1266,5.0,976211616,24,966
504,1783,4.0,976311179,106,211
505,1641,4.0,976211852,114,1181
506,2763,4.0,976208239,83,1017
507,1243,4.0,979064295,40,317
508,3142,4.0,976211831,148,122
509,1483,4.0,976299152,714,134
510,1064,4.0,976208089,94,197
511,3176,4.0,976207221,24,1265
512,648,4.0,976206212,34,1481
513,1196,4.0,976223590,154,2932
514,1580,4.0,984614813,76,2471
515,1073,5.0,976204202,156,1285
516,748,4.0,976280936,258,394
517,1183,5.0,976204748,161,963
518,1417,4.0,1045521819,252,41
519,1,4.0,979336270,41,2041
520,2243,5.0,980044774,313,779
521,924,4.0,976198897,37,1670
522,780,4.0,976197284,55,1671
523,1127,4.0,976194629,97,1666
524,694,4.0,976173604,1008,129
526,6,4.0,976161792,55,924
527,2706,5.0,976161516,24,1336
528,3791,4.0,1035927612,579,413
529,1095,5.0,982031530,119,563
530,678,5.0,976144055,101,304
531,3615,4.0,1017185878,855,324
532,2054,4.0,976140759,41,1016
533,3086,4.0,976299731,588,80
534,1944,5.0,976146042,102,352
536,1812,4.0,976139086,208,41
537,2336,5.0,976137909,97,921
538,1275,5.0,976131844,46,728
539,1920,4.0,976140743,131,354
540,32,5.0,976126870,37,1483
541,590,4.0,976126935,189,1426
542,648,4.0,976120806,33,1481
543,350,4.0,976433022,670,500
544,480,4.0,976131017,77,2598
545,3114,4.0,976071485,27,1527
546,2874,4.0,976070486,216,63
547,1265,4.0,976069613,77,2236
548,1991,4.0,976140119,104,233
549,3409,4.0,1043334126,1146,437
550,94,5.0,976170016,964,178
551,339,4.0,976068018,222,662
552,110,5.0,976064458,94,2374
553,2321,4.0,976063078,63,1142
554,3948,4.0,976057539,42,795
555,2081,4.0,976055893,35,1009
556,3033,4.0,976063220,231,882
557,164,4.0,976049980,57,370
558,589,4.0,976137431,290,2582
560,160,4.0,976050033,136,526
561,2161,5.0,976046200,33,689
562,1291,4.0,976043187,32,1609
563,24,4.0,976046246,243,612
564,3061,4.0,976041104,47,269
565,3555,4.0,976039296,23,854
566,2083,5.0,977360780,529,257
567,3543,4.0,976034079,70,825
568,349,4.0,976029757,24,1044
569,3745,4.0,976238917,120,512
570,3889,4.0,976003070,234,124
571,454,4.0,975998975,137,814
573,1240,5.0,975994714,34,2047
575,592,4.0,976498113,162,1409
576,1956,4.0,976063418,53,497
577,2917,5.0,975980728,155,497
578,2324,4.0,975979042,24,1127
579,2571,5.0,975978131,67,2541
580,1204,5.0,975971982,40,806
581,3809,4.0,975966585,47,796
582,42,5.0,981996356,77,217
583,2411,4.0,993161771,166,355
584,3952,4.0,992560866,37,358
585,3481,4.0,975964761,147,1308
586,1276,5.0,975949464,34,916
587,2599,4.0,993556151,383,1490
588,1449,5.0,999641446,452,451
589,996,5.0,975919602,26,240
590,1171,5.0,975913666,164,408
591,898,4.0,975913118,240,567
593,3720,5.0,1002855679,101,79
594,1663,4.0,975900858,154,732
595,3831,4.0,983261337,99,173
596,1544,4.0,975893800,34,1196
597,2987,5.0,975904795,54,1672
598,21,4.0,975896593,34,1329
599,1247,5.0,975885172,25,1238
600,3617,4.0,978056577,21,388
601,1090,4.0,975887741,371,1117
602,185,4.0,975878509,146,545
603,1479,4.0,975874131,58,548
604,3948,4.0,975872755,285,795
605,2987,4.0,975872173,121,1672
606,1220,5.0,975892945,32,1316
607,1873,4.0,975865221,21,253
608,1876,5.0,985998569,166,880
609,1259,5.0,1006726697,51,1734
610,3037,4.0,975863119,124,577
611,2975,4.0,991763737,129,105
612,648,4.0,975814791,39,1481
613,32,4.0,975812238,102,1483
614,801,5.0,975807864,48,116
615,2396,4.0,975979360,93,2314
616,1196,5.0,975803253,41,2932
618,2624,5.0,975800849,44,100
620,370,4.0,975801308,168,403
621,2952,4.0,975800202,238,178
622,232,4.0,975796233,55,339
623,3317,4.0,1010373048,171,465
624,3844,4.0,1045355829,371,395
625,3481,5.0,975787764,40,1308
626,2905,5.0,992662660,71,66
627,1199,5.0,975783641,31,898
628,3751,4.0,975783106,51,1274
629,8,4.0,975785392,229,66
630,1278,5.0,976207357,117,1170
631,1031,5.0,975782832,310,314
632,379,4.0,975776512,31,413
633,373,4.0,1015299097,41,253
634,1197,5.0,975860083,66,2272
635,1079,4.0,979143120,174,1303
636,1391,4.0,975753027,83,1047
637,1278,5.0,975739599,374,1170
638,1587,5.0,975732119,108,563
639,2410,4.0,990329284,394,386
641,265,4.0,1019443358,120,760
642,608,4.0,975722627,26,2453
643,2987,4.0,975717902,65,1672
644,101,4.0,975737663,106,247
645,34,5.0,975715669,39,1712
646,1,5.0,975782835,249,2041
647,1518,4.0,975715515,229,350
648,2612,4.0,1044744417,176,133
649,32,4.0,977947348,68,1483
650,3593,5.0,981996413,37,301
651,2524,4.0,975979322,475,259
652,1590,4.0,975703136,122,458
654,2474,4.0,975701817,180,334
655,3028,4.0,975707925,383,138
656,1772,4.0,975740359,175,203
657,2987,4.0,975695345,56,1672
658,3552,4.0,975692789,89,946
659,1735,4.0,975691407,107,254
660,3513,4.0,977925191,702,378
661,1245,5.0,975702117,69,351
662,694,4.0,975664318,126,129
663,1974,4.0,975653310,104,308
664,1704,4.0,975993303,156,1520
666,2966,4.0,975642540,102,419
667,1290,4.0,1030005732,166,225
668,1197,5.0,975636165,34,2272
669,3275,4.0,975635209,416,88
670,1249,4.0,975629003,84,714
671,3910,5.0,986722799,132,191
672,1200,4.0,975626059,43,1779
673,3150,5.0,975952571,402,55
674,608,5.0,975694789,75,2453
675,2333,4.0,975618976,37,565
676,785,4.0,976165496,352,753
677,2414,4.0,975612817,202,373
678,2681,4.0,1043593913,998,40
679,2664,4.0,975608529,79,611
680,2841,4.0,975604318,31,476
681,1230,5.0,975603821,37,1306
682,1222,5.0,975602969,70,1234
683,3062,4.0,975602269,26,341
684,19,4.0,975603428,36,369
685,2683,4.0,975603340,138,1377
686,1408,4.0,975602014,23,959
687,1854,4.0,975692909,313,45
688,41,4.0,975634464,30,237
689,1371,5.0,975584869,113,766
690,3821,4.0,975585734,178,228
691,2173,5.0,1010910276,102,102
692,3081,4.0,1026096259,630,1038
693,3916,4.0,978243729,69,406
694,260,4.0,975562349,38,2912
695,1203,4.0,975603624,189,604
696,899,5.0,1038765973,400,740
697,342,5.0,975560891,122,511
698,1178,4.0,1015133161,266,227
699,965,4.0,986533866,672,248
700,1344,4.0,975555562,28,347
701,3948,4.0,979095172,80,795
702,3773,4.0,975566024,475,165
704,2763,4.0,975548766,68,1017
705,1977,4.0,975548460,119,155
706,372,4.0,975545576,147,418
707,3101,4.0,975726732,44,782
710,3081,4.0,1018677355,880,1038
711,2947,5.0,980629255,142,878
712,328,5.0,976141002,279,142
713,3612,5.0,975537845,238,29
714,3616,4.0,978552874,421,123
715,595,5.0,979578309,97,1049
716,2064,4.0,982884779,391,783
717,3566,4.0,975529837,38,293
718,1036,5.0,975575510,168,1641
719,356,4.0,975528349,27,2138
720,2005,4.0,975530163,230,700
721,1203,4.0,994084782,662,604
722,2359,5.0,975524982,54,694
723,1580,5.0,975525099,23,2471
724,2273,4.0,975524204,153,613
725,296,5.0,977247399,76,2123
726,224,4.0,975519832,70,381
727,3916,4.0,1041128047,245,406
728,2858,4.0,975516384,165,3299
729,3176,4.0,975513561,145,1265
730,1213,5.0,975511597,52,1629
731,2297,5.0,975531200,641,346
732,3391,4.0,975496190,172,86
733,345,5.0,975482948,116,460
734,785,4.0,975482118,42,753
735,3536,4.0,978035067,392,468
736,2791,4.0,1045712195,113,1684
737,2810,4.0,1037423938,215,39
738,1758,5.0,976249932,32,98
739,2571,5.0,977206214,126,2541
740,3155,4.0,975474889,33,321
741,1862,4.0,975474505,72,177
742,1573,5.0,975470809,40,1397
743,2395,5.0,1036290899,148,1199
744,2762,4.0,975472452,296,2390
745,3952,4.0,975799562,24,358
746,3948,4.0,985058059,421,795
747,1921,4.0,975465532,28,602
748,26,5.0,975463153,79,97
749,2185,4.0,1014716578,458,16
750,1186,4.0,976064605,53,547
751,1965,4.0,975459161,22,736
752,1950,4.0,1041291729,1022,341
753,2617,4.0,1041215174,217,978
754,377,4.0,979335527,156,1620
755,3098,4.0,997832289,124,535
756,2997,5.0,975453788,33,2169
757,3249,4.0,975562277,449,331
758,32,4.0,975719599,25,1483
759,2942,4.0,975453594,89,350
760,2427,5.0,975948353,63,777
762,10,5.0,975451727,44,874
763,1036,5.0,975451939,24,1641
764,2862,5.0,975454796,138,83
765,908,5.0,975613370,399,1275
766,2918,4.0,975450887,44,1448
767,628,4.0,1022713039,167,479
768,2628,4.0,975521992,46,2163
769,1304,4.0,975443992,66,1385
770,1090,4.0,989956074,757,1117
771,924,4.0,975446424,24,1670
772,379,4.0,975440817,77,413
773,32,4.0,975617317,47,1483
774,733,4.0,990484805,223,1320
775,3511,4.0,975437897,22,58
776,1210,5.0,975605866,99,2816
777,1833,4.0,980533177,498,253
778,1200,5.0,975437702,162,1779
779,3578,4.0,975436249,44,1838
780,1754,5.0,975543895,498,379
781,2188,4.0,975436708,231,239
783,610,4.0,984413437,112,611
784,2918,5.0,975431347,29,1448
785,2196,4.0,975431665,105,24
786,379,4.0,975429588,60,413
787,593,4.0,986186833,114,2515
788,2662,4.0,975431681,194,555
789,1259,4.0,975430137,111,1734
791,2126,4.0,1010161197,323,475
792,1374,5.0,975423802,81,1418
793,588,4.0,975424215,146,1333
794,3317,4.0,975417115,42,465
795,3039,4.0,1038693184,147,824
796,1772,4.0,978700726,457,203
797,933,5.0,975414356,82,425
798,1275,5.0,975413298,326,728
799,3626,4.0,975403423,39,46
800,410,5.0,975407183,262,455
801,1396,4.0,975469950,279,1075
802,2354,4.0,975406286,505,134
803,653,4.0,975396335,51,600
804,3911,5.0,975399845,41,607
805,140,4.0,975397000,71,134
806,1282,4.0,975432981,59,926
807,2092,4.0,975394214,30,152
808,1265,4.0,975431536,272,2236
809,216,5.0,975395907,93,339
810,1173,4.0,975395323,125,192
811,2571,5.0,975735062,64,2541
812,3755,4.0,975396144,88,955
813,356,5.0,975393844,66,2138
814,2396,5.0,975392979,35,2314
815,2987,5.0,975393209,27,1672
816,2580,4.0,975473017,192,707
817,153,4.0,975390288,394,746
818,2058,4.0,975386354,168,786
819,1059,5.0,975384937,61,470
820,3745,4.0,975384015,99,512
822,946,5.0,1009222994,290,158
823,1797,4.0,977458199,120,163
824,21,4.0,975553195,306,1329
825,2501,5.0,975493642,41,578
826,3910,5.0,975373963,32,191
827,1344,4.0,1005006931,21,347
828,736,4.0,975371955,113,1073
829,2700,5.0,1012076044,137,1245
830,1982,5.0,975368625,169,502
831,1805,5.0,975364613,55,612
832,1485,4.0,975363890,168,653
833,2858,5.0,975363807,20,3299
834,1088,5.0,975363478,47,668
836,2092,4.0,975361108,63,152
837,34,4.0,975360920,66,1712
838,2585,5.0,993293959,175,45
839,954,5.0,1045859395,772,374
840,950,5.0,1032377285,248,285
841,3916,4.0,975357095,23,406
842,3911,4.0,975366230,35,607
843,1245,4.0,975378613,125,351
844,2024,4.0,975360464,78,143
845,296,5.0,975356632,51,2123
846,1221,5.0,1022873591,252,1653
847,1394,5.0,975355080,60,1410
848,3882,4.0,986682872,55,220
849,3753,5.0,975351014,115,1171
850,3327,4.0,975362300,553,126
851,1923,4.0,975349786,75,1349
852,3052,5.0,975348473,31,965
